21
336.000000,538.000000,431.000000,535.000000
327.000000,535.000000,437.000000,536.000000
585.000000,533.000000,694.000000,540.000000
583.000000,533.000000,695.000000,540.000000
388.000000,301.000000,632.000000,302.000000
383.000000,283.000000,628.000000,283.000000
398.000000,287.000000,483.000000,254.000000
402.000000,263.000000,482.000000,232.000000
627.000000,282.000000,556.000000,257.000000
616.000000,261.000000,528.000000,236.000000
189.000000,445.000000,225.000000,335.000000
208.000000,414.000000,254.000000,314.000000
828.000000,440.000000,789.000000,325.000000
887.000000,449.000000,842.000000,338.000000
749.000000,315.000000,689.000000,77.000000
789.000000,312.000000,760.000000,149.000000
284.000000,255.000000,287.000000,83.000000
320.000000,180.000000,326.000000,63.000000
340.000000,174.000000,445.000000,99.000000
334.000000,174.000000,420.000000,75.000000
719.000000,216.000000,612.000000,105.000000
726.000000,204.000000,636.000000,76.000000
383.000000,561.000000,385.000000,524.000000
377.000000,566.000000,378.000000,520.000000
643.000000,561.000000,647.000000,519.000000
642.000000,561.000000,643.000000,523.000000
554.000000,566.000000,583.000000,409.000000
537.000000,548.000000,582.000000,395.000000
476.000000,561.000000,440.000000,405.000000
468.000000,547.000000,427.000000,390.000000
259.000000,473.000000,295.000000,740.000000
259.000000,473.000000,292.000000,773.000000
721.000000,764.000000,771.000000,486.000000
752.000000,797.000000,808.000000,480.000000
300.000000,767.000000,715.000000,772.000000
316.000000,828.000000,719.000000,831.000000
830.000000,480.000000,805.000000,526.000000
884.000000,462.000000,871.000000,532.000000
180.000000,480.000000,209.000000,541.000000
201.000000,444.000000,204.000000,531.000000
280.000000,297.000000,313.000000,203.000000
280.000000,297.000000,313.000000,203.000000
