15
334.000000,536.000000,431.000000,536.000000
334.000000,536.000000,431.000000,536.000000
586.000000,533.000000,688.000000,536.000000
586.000000,533.000000,688.000000,536.000000
642.000000,559.000000,642.000000,525.000000
642.000000,559.000000,642.000000,525.000000
207.000000,522.000000,256.000000,314.000000
193.000000,516.000000,233.000000,327.000000
277.000000,301.000000,321.000000,180.000000
277.000000,301.000000,321.000000,180.000000
875.000000,510.000000,831.000000,327.000000
812.000000,506.000000,781.000000,331.000000
787.000000,313.000000,758.000000,146.000000
749.000000,317.000000,703.000000,145.000000
537.000000,554.000000,583.000000,381.000000
553.000000,537.000000,586.000000,408.000000
469.000000,540.000000,427.000000,385.000000
469.000000,540.000000,446.000000,404.000000
380.000000,282.000000,628.000000,284.000000
382.000000,306.000000,627.000000,302.000000
388.000000,271.000000,467.000000,225.000000
385.000000,288.000000,480.000000,262.000000
626.000000,263.000000,537.000000,225.000000
627.000000,283.000000,536.000000,255.000000
337.000000,159.000000,434.000000,63.000000
337.000000,159.000000,430.000000,67.000000
761.000000,231.000000,674.000000,117.000000
721.000000,216.000000,604.000000,70.000000
384.000000,558.000000,382.000000,519.000000
384.000000,558.000000,382.000000,519.000000
