15
277.000000,211.000000,435.000000,98.000000
289.000000,236.000000,416.000000,95.000000
737.000000,231.000000,583.000000,98.000000
748.000000,209.000000,631.000000,98.000000
694.000000,162.000000,694.000000,11.000000
743.000000,189.000000,733.000000,36.000000
294.000000,168.000000,316.000000,25.000000
327.000000,167.000000,316.000000,25.000000
184.000000,328.000000,163.000000,480.000000
240.000000,340.000000,204.000000,484.000000
814.000000,337.000000,858.000000,485.000000
837.000000,327.000000,883.000000,473.000000
577.000000,530.000000,706.000000,535.000000
577.000000,530.000000,706.000000,535.000000
324.000000,535.000000,432.000000,532.000000
324.000000,535.000000,432.000000,532.000000
387.000000,555.000000,384.000000,512.000000
387.000000,555.000000,384.000000,512.000000
647.000000,519.000000,646.000000,560.000000
647.000000,519.000000,646.000000,560.000000
477.000000,556.000000,437.000000,412.000000
477.000000,556.000000,430.000000,398.000000
554.000000,553.000000,582.000000,415.000000
543.000000,555.000000,580.000000,403.000000
398.000000,293.000000,624.000000,297.000000
398.000000,293.000000,623.000000,287.000000
400.000000,270.000000,488.000000,239.000000
400.000000,270.000000,488.000000,239.000000
626.000000,279.000000,541.000000,243.000000
617.000000,267.000000,541.000000,243.000000
