33
445.000000,429.000000,366.000000,313.000000
445.000000,429.000000,366.000000,313.000000
583.000000,424.000000,669.000000,309.000000
583.000000,424.000000,669.000000,309.000000
395.000000,278.000000,624.000000,282.000000
395.000000,278.000000,624.000000,282.000000
622.000000,252.000000,517.000000,202.000000
620.000000,267.000000,515.000000,232.000000
393.000000,247.000000,497.000000,197.000000
403.000000,264.000000,501.000000,229.000000
449.000000,58.000000,596.000000,58.000000
449.000000,58.000000,596.000000,58.000000
772.000000,461.000000,756.000000,326.000000
805.000000,459.000000,790.000000,318.000000
869.000000,526.000000,881.000000,445.000000
869.000000,526.000000,881.000000,445.000000
809.000000,333.000000,830.000000,445.000000
823.000000,320.000000,878.000000,419.000000
257.000000,435.000000,273.000000,323.000000
256.000000,482.000000,274.000000,334.000000
184.000000,514.000000,197.000000,408.000000
201.000000,515.000000,208.000000,412.000000
201.000000,389.000000,236.000000,323.000000
213.000000,390.000000,259.000000,310.000000
346.000000,774.000000,708.000000,773.000000
342.000000,831.000000,724.000000,827.000000
755.000000,306.000000,730.000000,232.000000
785.000000,304.000000,768.000000,238.000000
276.000000,291.000000,335.000000,161.000000
276.000000,291.000000,335.000000,161.000000
725.000000,215.000000,618.000000,71.000000
757.000000,220.000000,618.000000,71.000000
345.000000,142.000000,428.000000,66.000000
345.000000,142.000000,428.000000,66.000000
293.000000,592.000000,425.000000,602.000000
293.000000,592.000000,425.000000,602.000000
578.000000,596.000000,720.000000,584.000000
578.000000,596.000000,720.000000,584.000000
572.000000,535.000000,647.000000,566.000000
572.000000,535.000000,647.000000,566.000000
711.000000,526.000000,673.000000,560.000000
711.000000,526.000000,665.000000,565.000000
576.000000,514.000000,694.000000,513.000000
576.000000,514.000000,694.000000,513.000000
333.000000,510.000000,443.000000,510.000000
333.000000,510.000000,443.000000,510.000000
452.000000,543.000000,397.000000,574.000000
452.000000,543.000000,397.000000,574.000000
305.000000,529.000000,368.000000,567.000000
305.000000,529.000000,368.000000,567.000000
255.000000,478.000000,325.000000,763.000000
254.000000,512.000000,294.000000,788.000000
725.000000,753.000000,776.000000,477.000000
758.000000,783.000000,802.000000,486.000000
221.000000,555.000000,208.000000,706.000000
221.000000,555.000000,208.000000,706.000000
226.000000,751.000000,297.000000,921.000000
226.000000,751.000000,297.000000,921.000000
347.000000,953.000000,497.000000,1017.000000
347.000000,953.000000,497.000000,1017.000000
582.000000,1016.000000,722.000000,961.000000
582.000000,1016.000000,722.000000,961.000000
770.000000,909.000000,857.000000,753.000000
770.000000,909.000000,857.000000,753.000000
894.000000,687.000000,861.000000,555.000000
869.000000,669.000000,861.000000,555.000000
